de_Subject,de_Predicate,de_Object,Triple_ID,de_Subject_concept,de_Predicate_concept,de_Object_concept
Festnahme,Ist,basierend,directive_(eu)_2016_800_en.txt,-,-,-
Festnahme,basiert auf,Entscheidung unterliegt der gerichtlichen Uberprufung durch ein Gericht,directive_(eu)_2016_800_en.txt,-,-,-
Festnahme,basiert auf,"begrundete Entscheidung, die einer Uberprufung unterliegt",directive_(eu)_2016_800_en.txt,-,-,-
Festnahme,basiert auf,Entscheidung unterliegt der Uberprufung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne sorgen,Vorurteil,directive_(eu)_2016_800_en.txt,-,-,-
Entscheidungen,gem. genommen werden,Absatz,directive_(eu)_2016_800_en.txt,-,-,-
Entscheidungen,gebracht werden,Absatz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne sorgen,Beeintrachtigung der Unabhangigkeit der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne sorgen,Beeintrachtigung der Unabhangigkeit,directive_(eu)_2016_800_en.txt,-,-,-
Entscheidungen,Sei,genommen gem,directive_(eu)_2016_800_en.txt,-,-,-
Entscheidungen,Sei,vergriffen,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,Ruckgriff auf,Mittel,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,haben,Ruckgriff auf alternative Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,Ruckgriff auf,alternative Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,Ruckgriff auf,Massnahmen alternativ,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,Ruckgriff auf,alternative Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,haben,Ruckgriff auf alternative Massnahmen zur Haft,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,Ruckgriff auf,Mittel,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,Ruckgriff auf,Massnahmen alternativ,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,Ruckgriff auf,Massnahmen als Alternative zur Haft,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,haben,Ruckgriff auf alternative Massnahmen zur Haft,directive_(eu)_2016_800_en.txt,-,-,-
kompetente Autoritaten,Ruckgriff auf,Massnahmen als Alternative zur Haft,directive_(eu)_2016_800_en.txt,-,-,-
Behorden,haben,Ruckgriff auf alternative Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
Artikel 12 spezifische Behandlung,ist in,Fall der Freiheitsberaubung 1,directive_(eu)_2016_800_en.txt,-,-,Freiheitsberaubung
Wahrscheinlichkeit,Person abhalten,inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,abhalten,Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von anderen Erwachsenen fernzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,Halten Sie sich von anderen Erwachsenen fern,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von Erwachsenen fernhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,abhalten,andere inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von anderen inhaftierten Erwachsenen festzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,getrennt halten von,andere inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,abhalten,andere Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,bereitstellen soll,Moglichkeit weiter,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Person abhalten,andere Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,getrennt halten von,andere Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,bereitstellen soll,Moglichkeit weiterzumachen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne sorgen,Vorurteil,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von anderen Erwachsenen halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt zu halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,halten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,bereitstellen soll,"fur die Moglichkeit, weiterzumachen",directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Halten Sie die Person getrennt von,inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von inhaftierten Erwachsenen festzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von anderen inhaftierten Erwachsenen fernzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Person abhalten,andere inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Halten Sie die Person getrennt von,andere inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,getrennt halten von,inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Halten Sie die Person getrennt von,andere Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von Erwachsenen zu halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von inhaftierten Erwachsenen fernzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne sorgen,unbeschadet des Absatzes 1,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,bereitstellen soll,fur die Moglichkeit weitermachen,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Person abhalten,Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,getrennt halten von,Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von Erwachsenen aufbewahren,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von anderen inhaftierten Erwachsenen ferngehalten werden,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,Halten Sie die Person getrennt von,Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,halten,Person,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von Erwachsenen fernzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,abhalten,inhaftierte Erwachsene,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,getrennt halten,Person,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von anderen Erwachsenen zu halten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von inhaftierten Erwachsenen festzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,getrennt von anderen inhaftierten Erwachsenen festzuhalten,directive_(eu)_2016_800_en.txt,-,-,-
Wahrscheinlichkeit,weitermachen,von inhaftierten Erwachsenen festgehalten werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,kann unbeschadet festgehalten werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,kann mit jungen Erwachsenen inhaftiert werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,kann mit Erwachsenen festgehalten werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,Unbeschadet des Absatzes 1 durfen junge Erwachsene inhaftiert werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,unbeschadet der Inhaftierung mit Erwachsenen,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,Unbeschadet dessen durfen junge Erwachsene inhaftiert werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,Unbeschadet des Absatzes 1 kann er inhaftiert werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,kann festgehalten werden,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,durfen,unbeschadet des Absatzes 1 darf er mit Erwachsenen inhaftiert werden,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,ihre Gesundheit,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,Ausubung ihres Rechts,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,effektive Ubung zum Familienleben,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,wirksame Ausubung ihres Rechts,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,Bewegung in das Familienleben,directive_(eu)_2016_800_en.txt,-,-,-
ihre Entwicklung,Gesellschaft,ihre Wiedereingliederung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,angemessene Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,Respekt vor ihrer Religionsfreiheit,directive_(eu)_2016_800_en.txt,-,-,Religionsfreiheit
ihre Gesundheit,bewahren,ihre Entwicklung,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,Ausubung ihres Rechts auf Familienleben,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,"auch dort, wo Kinder haben",directive_(eu)_2016_800_en.txt,-,-,-
ihre Gesundheit,bewahren,ihre korperliche Entwicklung,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,wirksame Ausubung ihres Rechts auf Familienleben,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Sind,bei Inhaftierung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,respektieren,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,haben,korperliche Behinderungen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,Respekt vor ihrer Freiheit,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,Kinder haben,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,haben,Behinderungen,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,effektive Ubung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,ihr Recht,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,ihr Recht auf Bildung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,einschliesslich Kinder haben,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,Mittel,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,Zugang,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,Zugriff auf Programme,directive_(eu)_2016_800_en.txt,-,-,-
Behinderungen,sicherstellen,Ubung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,sicherstellen,wo Kinder haben,directive_(eu)_2016_800_en.txt,-,-,-
Mittel,genommen gemass,Absatz,directive_(eu)_2016_800_en.txt,-,-,-
Mittel,genommen zu,Absatz,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich bald mit,Trager der elterlichen Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,werde mich bemuhen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,werde mich bemuhen,sicherstellen,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,treffen mit,Trager der elterlichen Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich bald mit,Halter,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,treffen mit,Halter,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich so bald wie moglich mit,Trager der Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich bald mit,Trager der Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich so bald wie moglich mit,Trager der elterlichen Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,treffen mit,Trager der Verantwortung,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Treffen Sie sich so bald wie moglich mit,Halter,directive_(eu)_2016_800_en.txt,-,-,-
Absatz,soll ohne,soll voreingenommen sein,directive_(eu)_2016_800_en.txt,-,-,-
Absatz,soll ohne,prajudiziert die Nominierung,directive_(eu)_2016_800_en.txt,-,-,-
Strafverfahren,werden behandelt als,dringende Angelegenheit,directive_(eu)_2016_800_en.txt,Strafverfahren,-,-
Strafverfahren,Sind,behandelt,directive_(eu)_2016_800_en.txt,Strafverfahren,-,-
Verfahren,werden behandelt als,Gegenstand,directive_(eu)_2016_800_en.txt,-,-,-
Strafverfahren,werden behandelt als,Gegenstand,directive_(eu)_2016_800_en.txt,Strafverfahren,-,-
Verfahren,Sind,behandelt,directive_(eu)_2016_800_en.txt,-,-,-
Verfahren,werden behandelt als,dringende Angelegenheit,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Sind,behandelt,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,werden immer behandelt,Benehmen,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,werden behandelt,Benehmen,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,Sind,immer behandelt,directive_(eu)_2016_800_en.txt,-,-,-
Privatsphare,Ist,geschutzt,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll bereitstellen,Ende,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll entweder zur Verfugung stellen,Ende,directive_(eu)_2016_800_en.txt,-,-,-
Aufzeichnungen,bezogen auf,zu Artikel 9,directive_(eu)_2016_800_en.txt,-,-,-
Die Mitgliedstaaten ubernehmen,Sind,verbreitet,directive_(eu)_2016_800_en.txt,-,-,-
Die Mitgliedstaaten ubernehmen,Sind,offentlich verbreitet,directive_(eu)_2016_800_en.txt,-,-,-
Kind,soll haben,Rechts,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,teilnehmen,directive_(eu)_2016_800_en.txt,-,-,-
ihnen,"effektiv teilnehmen, u.a",inklusive Geben,directive_(eu)_2016_800_en.txt,-,-,-
ihnen,effektiv daran teilnehmen,Gerichtsverhandlung,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,effektiv an der Gerichtsverhandlung teilzunehmen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,effektiv teilzunehmen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,teilnehmen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,ihnen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,an der Verhandlung teilzunehmen,directive_(eu)_2016_800_en.txt,-,-,-
ihnen,teilnehmen inkl,inklusive Geben,directive_(eu)_2016_800_en.txt,-,-,-
Gelegenheit,aussern,ihre Ansichten,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,nehmen,Notwendige Massnahmen,directive_(eu)_2016_800_en.txt,-,-,-
ihnen,teilnehmen an,Gerichtsverhandlung,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,effektiv teilnehmen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,am Prozess teilnehmen,directive_(eu)_2016_800_en.txt,-,-,-
Notwendige Massnahmen,ermoglichen,effektiv an der Gerichtsverhandlung teilnehmen,directive_(eu)_2016_800_en.txt,-,-,-
Rechte,verwiesen in,Respekt vor Kindern,directive_(eu)_2016_800_en.txt,-,-,-
Rechte,bezogen auf,zu den Artikeln 4 5 6,directive_(eu)_2016_800_en.txt,-,-,-
Rechte,verwiesen,ihre Verhaftung,directive_(eu)_2016_800_en.txt,-,-,-
Rechte,verwiesen in,respektieren,directive_(eu)_2016_800_en.txt,-,-,-
Gesetz,Garantien,anwaltlich unterstutzt,directive_(eu)_2016_800_en.txt,-,-,-
Gesetz,Garantien,von einem Anwalt unterstutzt werden,directive_(eu)_2016_800_en.txt,-,-,-
nationales Gesetz,Garantien,von einem Anwalt unterstutzt werden,directive_(eu)_2016_800_en.txt,-,-,-
nationales Gesetz,ist in,Bezug zur Prozesskostenhilfe,directive_(eu)_2016_800_en.txt,-,-,Prozesskostenhilfe
nationales Gesetz,Garantien,anwaltlich unterstutzt,directive_(eu)_2016_800_en.txt,-,-,-
Artikel 19 Abhilfemassnahmen der Mitgliedstaaten,soll sicherstellen,Das,directive_(eu)_2016_800_en.txt,-,-,-
Artikel Abhilfemassnahmen Mitgliedstaaten,soll sicherstellen,Das,directive_(eu)_2016_800_en.txt,-,-,-
wirksames Mittel,ist in,im Falle einer Verletzung ihrer Rechte aus der Richtlinie,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,eben,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Ausbildung,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,handhaben,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,handhaben,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,spezifische Ausbildung,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,handhaben,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Kinder,mit,Rechte,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,spezifische Ausbildung,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,eben,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Niveau angemessen,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,handhaben,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,handhaben,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Ausbildung,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Niveau angemessen,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,eben,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Niveau angemessen,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Niveau angemessen,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Ausbildung,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Ausbildung,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,eben,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,spezifische Ausbildung,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,handhaben,Falle mit,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,handhaben,Falle mit,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,handhaben,Falle,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,spezifische Ausbildung,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,handhaben,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,eben,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
ihren Kontakt,ist mit,Kinder mit Kinderrechten,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Niveau angemessen,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,spezifische Ausbildung,Kommunikation,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,Ausbildung,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,spezifische Ausbildung,Kommunikation in der Sprache,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,handhaben,Falle,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Ausbildung,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
Fragetechniken,Niveau angemessen,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
geeignete Fragetechniken,eben,Kinderpsychologie,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Vorurteile in der Organisation der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Beeintrachtigung der Unabhangigkeit bei der Organisation der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Beeintrachtigung der richterlichen Unabhangigkeit in der Organisation,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Vorurteil,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Vorurteile in der Organisation,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit der Justiz bei der Organisation der Justiz in den Mitgliedstaaten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Vorurteil,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Beeintrachtigung der Unabhangigkeit der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Vorurteile in der Organisation der Justiz in den Mitgliedstaaten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit bei der Organisation der Justiz in den Mitgliedstaaten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit der Organisation,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Beeintrachtigung der Unabhangigkeit der Justiz bei der Organisation der Justiz in den Mitgliedstaaten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen ohne,Beeintrachtigung der Unabhangigkeit bei der Organisation der Justiz in den Mitgliedstaaten,directive_(eu)_2016_800_en.txt,-,-,-
Mitgliedsstaaten,soll ohne nehmen,Beeintrachtigung der Unabhangigkeit bei der Organisation der Justiz,directive_(eu)_2016_800_en.txt,-,-,-
