fr_Subject,fr_Predicate,fr_Object,Triple_ID
autorite autre,a,competence pour des sanctions autres que la privation de liberte en,directive_(eu)_2016_800_en.txt
autorite,a,competence,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autre,directive_(eu)_2016_800_en.txt
privation,est dans,rapport a des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres,directive_(eu)_2016_800_en.txt
autorite,a competence en,Etats membres,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autre,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation en rapport avec les infractions,directive_(eu)_2016_800_en.txt
autorite autre,a competence en,Etats membres,directive_(eu)_2016_800_en.txt
autorite autre,a,competence,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
autorite,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation en relation avec,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
peut cas,est dans,rapport aux infractions routieres,directive_(eu)_2016_800_en.txt
il,serait,serait deraisonnable,directive_(eu)_2016_800_en.txt
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_800_en.txt
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_800_en.txt
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_800_en.txt
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_800_en.txt
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt
loi,prevoit pour,imposition de sanctions,directive_(eu)_2016_800_en.txt
loi,prevoit pour,l'imposition de sanctions en cas d'infractions,directive_(eu)_2016_800_en.txt
loi,prevoit pour,l'imposition de sanctions pour des infractions mineures,directive_(eu)_2016_800_en.txt
loi,prevoit pour,imposition,directive_(eu)_2016_800_en.txt
delits,sont,considere,directive_(eu)_2016_800_en.txt
certaines infractions,sont,considere,directive_(eu)_2016_800_en.txt
infractions mineures,etre,delits,directive_(eu)_2016_800_en.txt
certaines infractions,sont consideres dans,Etats membres,directive_(eu)_2016_800_en.txt
infractions mineures,sont consideres dans,Etats membres,directive_(eu)_2016_800_en.txt
infractions mineures,est dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_800_en.txt
infractions mineures,etre,infractions penales,directive_(eu)_2016_800_en.txt
certaines infractions mineures,etre,infractions penales,directive_(eu)_2016_800_en.txt
certaines infractions,etre,delits,directive_(eu)_2016_800_en.txt
delits,etre,infractions penales,directive_(eu)_2016_800_en.txt
certaines infractions mineures,delits dans,par rapport aux reglements communaux generaux,directive_(eu)_2016_800_en.txt
certaines infractions mineures,sont consideres dans,Etats membres,directive_(eu)_2016_800_en.txt
infractions mineures,sont,considere,directive_(eu)_2016_800_en.txt
delits,etre,delits,directive_(eu)_2016_800_en.txt
certaines infractions mineures,etre,delits,directive_(eu)_2016_800_en.txt
delits,sont consideres dans,Etats membres,directive_(eu)_2016_800_en.txt
certaines infractions mineures,est dans,certaines infractions mineures au code de la route,directive_(eu)_2016_800_en.txt
certaines infractions mineures,sont,considere,directive_(eu)_2016_800_en.txt
certaines infractions,etre,infractions penales,directive_(eu)_2016_800_en.txt
il,serait,serait deraisonnable,directive_(eu)_2016_800_en.txt
il,serait,dans de telles situations serait deraisonnable,directive_(eu)_2016_800_en.txt
les autorites,assurer,droits en vertu de la directive,directive_(eu)_2016_800_en.txt
il,serait,dans des situations serait deraisonnable,directive_(eu)_2016_800_en.txt
autorites competentes,assurer,droits en vertu de la directive,directive_(eu)_2016_800_en.txt
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt
directif,devrait donc s'appliquer a,seules procedures,directive_(eu)_2016_800_en.txt
loi,fournit dans,respect,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer avant de,procedure,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,procedure,directive_(eu)_2016_800_en.txt
directif,devrait donc s'appliquer a,procedure,directive_(eu)_2016_800_en.txt
directif,devrait donc s'appliquer avant de,seules procedures,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,seules procedures,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer avant de,seules procedures,directive_(eu)_2016_800_en.txt
directif,devrait donc s'appliquer avant de,procedure,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,procedure penale,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,seules poursuites penales,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,procedure,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,seules procedures,directive_(eu)_2016_800_en.txt
directif,devrait,devrait mettre en oeuvre,directive_(eu)_2016_800_en.txt
directif,prendre des dispositions dans,compte,directive_(eu)_2016_800_en.txt
directif,prise,dispositions des directives 2012 13 ue,directive_(eu)_2016_800_en.txt
directif,prise,des provisions,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,informations sur les aspects de la conduite,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,des informations sur les aspects generaux du deroulement de la procedure,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,information,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,informations sur les aspects,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,informations sur les aspects generaux de la conduite,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,informations sur les aspects de la conduite des procedures,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,des informations sur les aspects generaux du deroulement de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,informations sur les aspects generaux,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,informations sur les aspects,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,informations sur les aspects generaux de la conduite,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,information,directive_(eu)_2016_800_en.txt
19 enfants,devrait recevoir,informations sur les aspects generaux,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,informations sur les aspects de la conduite des procedures,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir,informations sur les aspects de la conduite,directive_(eu)_2016_800_en.txt
ils,devrait,a la fin devrait etre donne,directive_(eu)_2016_800_en.txt
ils,implique a propos de,role des autorites,directive_(eu)_2016_800_en.txt
prochaines etapes de la procedure,est dans,procedure,directive_(eu)_2016_800_en.txt
ils,devrait,devrait donner,directive_(eu)_2016_800_en.txt
ils,implique a propos de,role,directive_(eu)_2016_800_en.txt
information,etre,donne,directive_(eu)_2016_800_en.txt
information,etre donne sur,circonstances de l'affaire,directive_(eu)_2016_800_en.txt
information,etre donne sur,circonstances,directive_(eu)_2016_800_en.txt
information,etre,a donner sur les circonstances de l'affaire,directive_(eu)_2016_800_en.txt
information,etre donne,devrait dependre,directive_(eu)_2016_800_en.txt
information,etre,a donner selon les circonstances,directive_(eu)_2016_800_en.txt
information,etre,donner,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir des informations dans,respect du droit au stade,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a un examen medical au stade approprie,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir a,au plus tard lors de la privation,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit a l'examen medical au stade de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a l'examen medical au stade de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir des informations dans,respect du droit a un examen medical au stade le plus precoce de la procedure,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit a un examen medical au stade le plus precoce approprie,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir en,respect du droit a un examen medical au stade approprie de la procedure,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir en,respect du droit a l'examen medical au stade de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a l'examen au stade le plus precoce,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a l'examen,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit au stade le plus precoce de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit dans les procedures,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit a un examen au stade approprie,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a un examen au stade approprie,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit au stade,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit a la visite medicale au stade,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir en,respect du droit a l'interrogatoire au stade le plus precoce de la procedure,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit au stade le plus precoce approprie,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir en,respect du droit a l'examen au stade le plus precoce,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit a la visite medicale,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir a,dernier,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit au stade le plus precoce de la procedure,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir en,respect du droit au stade le plus precoce,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir des informations dans,respect du droit a un examen medical au stade le plus precoce,directive_(eu)_2016_800_en.txt
droite,est dans,procedure,directive_(eu)_2016_800_en.txt
20 enfants,devrait recevoir des informations dans,respect du droit dans les procedures,directive_(eu)_2016_800_en.txt
enfants,devrait recevoir en,respect du droit au stade le plus precoce de la procedure,directive_(eu)_2016_800_en.txt
