en_Subject,en_Predicate,en_Object,Triple_ID
recognition,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation in civil matters within union,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation within union,directive_2012_13_eu_en.txt
principle,should become,cornerstone of cooperation in civil matters,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation in civil matters,directive_2012_13_eu_en.txt
presidency conclusions,is in,tampere of 15 october 1999,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation in matters,directive_2012_13_eu_en.txt
recognition,would facilitate,cooperation,directive_2012_13_eu_en.txt
approximation,cooperation between,authorities,directive_2012_13_eu_en.txt
mutual recognition,would facilitate,cooperation,directive_2012_13_eu_en.txt
judicial cooperation,is in,civil matters,directive_2012_13_eu_en.txt
principle,should become,cornerstone of cooperation in matters,directive_2012_13_eu_en.txt
necessary approximation,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
mutual recognition,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation in civil matters within union,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation in matters,directive_2012_13_eu_en.txt
en official journal,provides at_time,l 142/2 9,directive_2012_13_eu_en.txt
article 82 2,provides at_time,l 142/2 9,directive_2012_13_eu_en.txt
article 2,provides at_time,l 142/2 9,directive_2012_13_eu_en.txt
article,refers to,rights of individuals in criminal procedure,directive_2012_13_eu_en.txt
individuals,is in,criminal procedure as areas,directive_2012_13_eu_en.txt
article,refers to,rights of individuals in procedure,directive_2012_13_eu_en.txt
article,refers to,rights,directive_2012_13_eu_en.txt
article,refers to,rights of individuals,directive_2012_13_eu_en.txt
increased confidence,is in,criminal justice systems of member states,directive_2012_13_eu_en.txt
common minimum rules,should lead to,confidence,directive_2012_13_eu_en.txt
common minimum rules,should lead to,increased confidence,directive_2012_13_eu_en.txt
10 common minimum rules,should lead to,increased confidence,directive_2012_13_eu_en.txt
10 common minimum rules,should lead to,confidence,directive_2012_13_eu_en.txt
such common minimum rules,should,should established in field,directive_2012_13_eu_en.txt
common minimum rules,should,should established in field,directive_2012_13_eu_en.txt
minimum rules,should,should established in field of information in proceedings,directive_2012_13_eu_en.txt
such minimum rules,should,should established,directive_2012_13_eu_en.txt
such common minimum rules,should,should established in field of information,directive_2012_13_eu_en.txt
common minimum rules,should,should established in field of information in criminal proceedings,directive_2012_13_eu_en.txt
such common minimum rules,should,should established in field of information in proceedings,directive_2012_13_eu_en.txt
such common minimum rules,should,should established in field of information in criminal proceedings,directive_2012_13_eu_en.txt
such minimum rules,should,should established in field of information in proceedings,directive_2012_13_eu_en.txt
common minimum rules,should,should established in field of information,directive_2012_13_eu_en.txt
information,is in,criminal proceedings,directive_2012_13_eu_en.txt
minimum rules,should,should established,directive_2012_13_eu_en.txt
common minimum rules,should,should established,directive_2012_13_eu_en.txt
such minimum rules,should,should established in field of information,directive_2012_13_eu_en.txt
minimum rules,should,should established in field of information in criminal proceedings,directive_2012_13_eu_en.txt
such minimum rules,should,should established in field of information in criminal proceedings,directive_2012_13_eu_en.txt
such common minimum rules,should,should established,directive_2012_13_eu_en.txt
minimum rules,should,should established in field of information,directive_2012_13_eu_en.txt
minimum rules,should,should established in field,directive_2012_13_eu_en.txt
common minimum rules,should,should established in field of information in proceedings,directive_2012_13_eu_en.txt
such minimum rules,should,should established in field,directive_2012_13_eu_en.txt
council,resolution for,rights of persons,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of suspected persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,rights of persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,rights of suspected persons,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of suspected persons,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of persons,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of suspected persons,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,rights of suspected persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of persons,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of suspected persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of persons,directive_2012_13_eu_en.txt
council,resolution for,rights of persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of suspected persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights of suspected persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,rights,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of suspected persons,directive_2012_13_eu_en.txt
council,resolution for,procedural rights of suspected persons in criminal proceedings,directive_2012_13_eu_en.txt
suspected persons,is in,criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening procedural rights of suspected persons in criminal proceedings,directive_2012_13_eu_en.txt
council,resolution for,procedural rights,directive_2012_13_eu_en.txt
council,resolution on,roadmap,directive_2012_13_eu_en.txt
council,resolution for,rights of suspected persons in proceedings,directive_2012_13_eu_en.txt
council,resolution for,strengthening rights,directive_2012_13_eu_en.txt
legal advice,to right is,measure c,directive_2012_13_eu_en.txt
communication,is with,relatives,directive_2012_13_eu_en.txt
communication,to right is,measure d,directive_2012_13_eu_en.txt
it,be,changed,directive_2012_13_eu_en.txt
it,be changed in,priorities,directive_2012_13_eu_en.txt
order,is,indicative,directive_2012_13_eu_en.txt
order,is,only indicative,directive_2012_13_eu_en.txt
component parts,have,have implemented,directive_2012_13_eu_en.txt
roadmap,operate as,whole,directive_2012_13_eu_en.txt
roadmap,is designed,to operate as whole,directive_2012_13_eu_en.txt
roadmap,is designed,to operate,directive_2012_13_eu_en.txt
component parts,have,when have implemented,directive_2012_13_eu_en.txt
its component parts,have,when have implemented,directive_2012_13_eu_en.txt
roadmap,is,designed,directive_2012_13_eu_en.txt
its component parts,have,have implemented,directive_2012_13_eu_en.txt
its benefits,will,will felt,directive_2012_13_eu_en.txt
roadmap,is designed,operate,directive_2012_13_eu_en.txt
roadmap,is designed,operate as whole,directive_2012_13_eu_en.txt
component parts,have,only when have implemented,directive_2012_13_eu_en.txt
its component parts,have,only when have implemented,directive_2012_13_eu_en.txt
it,part of,stockholm programme,directive_2012_13_eu_en.txt
european council,made,it part,directive_2012_13_eu_en.txt
european council,welcomed,roadmap,directive_2012_13_eu_en.txt
it,part of,point 2.4,directive_2012_13_eu_en.txt
european council,made,it part of stockholm programme,directive_2012_13_eu_en.txt
better cooperation,is in,area,directive_2012_13_eu_en.txt
commission,examine,further elements of minimum rights for suspects,directive_2012_13_eu_en.txt
european council,inviting,examine,directive_2012_13_eu_en.txt
commission,examine,further elements of minimum procedural rights,directive_2012_13_eu_en.txt
commission,examine,elements of minimum rights,directive_2012_13_eu_en.txt
european council,assess,whether,directive_2012_13_eu_en.txt
commission,examine,further elements of procedural rights,directive_2012_13_eu_en.txt
commission,examine,elements of rights for suspects,directive_2012_13_eu_en.txt
commission,examine,further elements for suspects,directive_2012_13_eu_en.txt
european council,inviting,to examine,directive_2012_13_eu_en.txt
commission,examine,further elements of procedural rights for suspects,directive_2012_13_eu_en.txt
european council,underlined,non-exhaustive character,directive_2012_13_eu_en.txt
commission,examine,further elements of rights for suspects,directive_2012_13_eu_en.txt
commission,examine,further elements of rights,directive_2012_13_eu_en.txt
commission,examine,further elements,directive_2012_13_eu_en.txt
european council,underlined,character,directive_2012_13_eu_en.txt
european council,underlined character,by inviting,directive_2012_13_eu_en.txt
commission,examine,further elements of minimum procedural rights for suspects,directive_2012_13_eu_en.txt
european council,underlined,non-exhaustive character of roadmap,directive_2012_13_eu_en.txt
further elements,accused,persons,directive_2012_13_eu_en.txt
elements,accused,persons,directive_2012_13_eu_en.txt
commission,examine,elements of procedural rights,directive_2012_13_eu_en.txt
commission,examine,elements of minimum rights for suspects,directive_2012_13_eu_en.txt
commission,examine,elements of minimum procedural rights for suspects,directive_2012_13_eu_en.txt
european council,inviting,commission,directive_2012_13_eu_en.txt
commission,examine,elements of rights,directive_2012_13_eu_en.txt
commission,examine,elements of minimum procedural rights,directive_2012_13_eu_en.txt
commission,examine,elements,directive_2012_13_eu_en.txt
commission,examine,elements of procedural rights for suspects,directive_2012_13_eu_en.txt
