fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
Mesures appropriees,promouvoir,dispense d'une telle formation specifique,directive_(eu)_2016_800_en.txt,-,-,-
mesures,promouvoir a,avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
Etats membres,devrait prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
mesures,promouvoir,dispense d'une telle formation,directive_(eu)_2016_800_en.txt,-,-,-
Mesures appropriees,promouvoir,dispense de formations specifiques,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,promouvoir,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,promouvoir,directive_(eu)_2016_800_en.txt,-,-,-
mesures,promouvoir,offre de formation,directive_(eu)_2016_800_en.txt,-,-,-
Mesures appropriees,promouvoir a,avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
mesures,promouvoir l'offre de,avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
Mesures appropriees,promouvoir,dispense d'une telle formation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
mesures,promouvoir,dispense d'une telle formation specifique,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,promouvoir,directive_(eu)_2016_800_en.txt,-,-,-
Mesures appropriees,promouvoir l'offre de,avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
Mesures appropriees,promouvoir,disposition,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
besoin,est,ordre de surveiller,directive_(eu)_2016_800_en.txt,-,-,-
besoin,est,afin de surveiller,directive_(eu)_2016_800_en.txt,-,-,-
commande,moniteur,efficacite,directive_(eu)_2016_800_en.txt,-,-,-
commande,moniteur,efficacite de la directive,directive_(eu)_2016_800_en.txt,-,-,directive
besoin,est,moniteur de commande,directive_(eu)_2016_800_en.txt,-,-,-
commande,Efficacite de,directif,directive_(eu)_2016_800_en.txt,-,-,-
besoin,est,dans l'ordre moniteur,directive_(eu)_2016_800_en.txt,-,-,-
ces donnees,inclure,donnees enregistrees par les autorites judiciaires,directive_(eu)_2016_800_en.txt,-,-,-
donnees,inclure,donnees enregistrees par les autorites judiciaires,directive_(eu)_2016_800_en.txt,-,-,-
donnees,inclure,donnees,directive_(eu)_2016_800_en.txt,-,-,-
ces donnees,inclure,donnees,directive_(eu)_2016_800_en.txt,-,-,-
donnees,inclure,donnees enregistrees par les autorites,directive_(eu)_2016_800_en.txt,-,-,-
ces donnees,inclure,donnees enregistrees par les autorites,directive_(eu)_2016_800_en.txt,-,-,-
donnees,inclure,donnees enregistrees,directive_(eu)_2016_800_en.txt,-,-,-
ces donnees,inclure,donnees enregistrees,directive_(eu)_2016_800_en.txt,-,-,-
droite,l'integration de,personnes handicapees,directive_(eu)_2016_800_en.txt,-,-,personnel:handicape
droite,respect pour,vie privee,directive_(eu)_2016_800_en.txt,-,-,-
integrite,a droite est,droits de l'enfant,directive_(eu)_2016_800_en.txt,-,-,droits de lenfant
directif,soutient,droits,directive_(eu)_2016_800_en.txt,-,-,-
directif,soutient,droits fondamentaux,directive_(eu)_2016_800_en.txt,-,-,-
directif,defend les droits en tant que,reconnu par charte,directive_(eu)_2016_800_en.txt,-,-,-
liberte,a droite est,respect de la vie privee,directive_(eu)_2016_800_en.txt,-,-,-
directif,soutient comme,reconnu,directive_(eu)_2016_800_en.txt,-,-,-
integrite,a droite est,integration des personnes handicapees,directive_(eu)_2016_800_en.txt,-,-,personnel:handicape
droits,directif,des principes,directive_(eu)_2016_800_en.txt,-,-,-
droite,droits de,enfant,directive_(eu)_2016_800_en.txt,-,-,enfant
personnes,est avec,handicapees,directive_(eu)_2016_800_en.txt,personnel,-,handicape
directif,defend les droits en tant que,reconnu,directive_(eu)_2016_800_en.txt,-,-,-
droits fondamentaux,directif,des principes,directive_(eu)_2016_800_en.txt,-,-,-
directif,soutient comme,reconnu par charte,directive_(eu)_2016_800_en.txt,-,-,-
directif,devrait,devrait mettre en oeuvre,directive_(eu)_2016_800_en.txt,-,-,-
directif,se couche,regles minimales,directive_(eu)_2016_800_en.txt,-,-,-
droits,pose dans,directif,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,etendre,droits,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_800_en.txt,-,-,-
niveau,devrait tomber en dessous,normes,directive_(eu)_2016_800_en.txt,-,-,norme
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
position,est dans,respect,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,de declaration est,1,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,avis de,leurs mesures de transposition,directive_(eu)_2016_800_en.txt,-,avis,-
notification,est avec,un document expliquant,directive_(eu)_2016_800_en.txt,-,-,document
notification,accompagner dans,cas,directive_(eu)_2016_800_en.txt,-,-,-
notification,accompagner dans,cas justifies,directive_(eu)_2016_800_en.txt,-,-,-
legislateur,considere,justifier,directive_(eu)_2016_800_en.txt,legislature,-,-
legislateur,considere avec,directif,directive_(eu)_2016_800_en.txt,legislature,-,-
legislateur,considere,justifie,directive_(eu)_2016_800_en.txt,legislature,-,-
decision-cadre 2002 584,suite a une procedure est,personnes demandees,directive_(eu)_2016_800_en.txt,decision-cadre,-,personnel
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
transmission,adopte,directif,directive_(eu)_2016_800_en.txt,-,-,-
directif,s'applique a,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
il,s'applique jusqu'a,decision finale de la question,directive_(eu)_2016_800_en.txt,-,-,decision
il,s'applique jusqu'a,determination,directive_(eu)_2016_800_en.txt,-,-,-
il,s'applique jusqu'a,determination finale,directive_(eu)_2016_800_en.txt,-,-,-
il,s'applique jusqu'a,determination de la question,directive_(eu)_2016_800_en.txt,-,-,-
directif,s'applique a,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
directif,s'applique dans,article 17,directive_(eu)_2016_800_en.txt,-,-,-
leur arrestation,est dans,Etat membre d'execution,directive_(eu)_2016_800_en.txt,arrestation,-,-
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt,juridiction,-,-
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt,juridiction,-,-
enfant,est,ou prive independamment,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive de liberte quel que soit le stade de la procedure,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,"en cas de privation, quel que soit le stade de la procedure penale",directive_(eu)_2016_800_en.txt,enfant,-,procedure penale:procedure speciale
enfant,est,prive quel que soit le stade de la procedure,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive independamment,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,"en cas de privation, quel que soit le stade de la procedure",directive_(eu)_2016_800_en.txt,enfant,-,-
directif,s'appliquera pleinement dans,evenement,directive_(eu)_2016_800_en.txt,-,-,-
enfant,est,prive quel que soit le stade de la procedure penale,directive_(eu)_2016_800_en.txt,enfant,-,procedure penale:procedure speciale
enfant,est,ou prive quel que soit le stade,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive de liberte quel que soit le stade de la procedure penale,directive_(eu)_2016_800_en.txt,enfant,-,procedure penale:procedure speciale
directif,s'appliquera dans,evenement,directive_(eu)_2016_800_en.txt,-,-,-
enfant,est,"lorsqu'ils sont prives de liberte, independamment",directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,"en cas de privation de liberte, quel que soit le stade",directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,ou prive,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,"en cas de privation de liberte, quel que soit le stade de la procedure",directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,ou prive de liberte,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive de liberte quel que soit le stade,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,prive quel que soit le stade,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est,"en cas de privation de liberte, quel que soit le stade de la procedure penale",directive_(eu)_2016_800_en.txt,enfant,-,procedure penale:procedure speciale
enfant,est prive de,liberte,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,est prive independamment de,liberte,directive_(eu)_2016_800_en.txt,enfant,-,-
article 3 definitions,poser sa candidature,fins,directive_(eu)_2016_800_en.txt,-,-,-
definitions d'articles,poser sa candidature,objectifs de la directive,directive_(eu)_2016_800_en.txt,-,-,directive
definitions d'articles,poser sa candidature,fins,directive_(eu)_2016_800_en.txt,-,-,-
article 3 definitions,poser sa candidature,objectifs de la directive,directive_(eu)_2016_800_en.txt,-,-,directive
personne,devoir,doit presumer,directive_(eu)_2016_800_en.txt,personnel,-,-
premier paragraphe,de point est,1,directive_(eu)_2016_800_en.txt,-,-,-
personne,atteint,age,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,age de,18,directive_(eu)_2016_800_en.txt,personnel,-,-
il,est,ou incertain,directive_(eu)_2016_800_en.txt,-,-,-
personne,atteint,l'age de 18 ans,directive_(eu)_2016_800_en.txt,personnel,-,-
il,est,incertain,directive_(eu)_2016_800_en.txt,-,-,-
personne,etre,enfant,directive_(eu)_2016_800_en.txt,personnel,-,enfant
ils,sont suspects dans,procedure,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont suspects dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
enfants,sont,fait,directive_(eu)_2016_800_en.txt,enfant,-,-
ils,sont informes en,directive 2012 13 ue,directive_(eu)_2016_800_en.txt,-,-,directive
ils,sont informes rapidement dans,directive 2012 13 ue,directive_(eu)_2016_800_en.txt,-,-,directive
ils,sont,informe rapidement,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont,informe,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont informes de,leurs droits,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont,suspects,directive_(eu)_2016_800_en.txt,-,-,-
enfants,sont,une fois fait,directive_(eu)_2016_800_en.txt,enfant,-,-
qui soupconne,est dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
enfants,sont faits,conscient,directive_(eu)_2016_800_en.txt,enfant,-,-
ils,sont informes rapidement de,leurs droits,directive_(eu)_2016_800_en.txt,-,-,-
enfants,sont informes de,droits,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont,informe,directive_(eu)_2016_800_en.txt,enfant,-,-
privation,est dans,respect du droit a un traitement specifique pendant la privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
information,devoir,doit etre fourni comme suit,directive_(eu)_2016_800_en.txt,information,-,-
premier stade approprie,est dans,procedure,directive_(eu)_2016_800_en.txt,-,-,-
droite,est dans,respect du droit de comparaitre au proces,directive_(eu)_2016_800_en.txt,-,-,-
information,devoir,doit fournir,directive_(eu)_2016_800_en.txt,information,-,-
information,reference,au paragraphe 1,directive_(eu)_2016_800_en.txt,information,-,-
enfants,sont,le cas echeant,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont,fourni,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont,si fourni avec lettre,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont,lorsqu'il est fourni avec une lettre de droits,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont fournis avec,lettre de droits,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,sont fournis avec,lettre,directive_(eu)_2016_800_en.txt,enfant,-,-
1,teneur de,responsabilite parentale,directive_(eu)_2016_800_en.txt,-,-,responsabilite:parente:responsabilite parentale:responsabilite penale
1,teneur de,responsabilite,directive_(eu)_2016_800_en.txt,-,-,responsabilite
titulaire,informe,1,directive_(eu)_2016_800_en.txt,-,-,-
enfant,a,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
titulaire,est fourni des que,information,directive_(eu)_2016_800_en.txt,-,-,information
titulaire,est,fourni bientot,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,est pourvu de,information,directive_(eu)_2016_800_en.txt,-,-,information
titulaire,est,fourni des,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,est,fourni,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,est bientot dote de,information,directive_(eu)_2016_800_en.txt,-,-,information
information,reference,au paragraphe 1,directive_(eu)_2016_800_en.txt,information,-,-
personne,peut,peut representer,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peut egalement representer l'autorite,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peut representant de l'autorite,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peut egalement representer,directive_(eu)_2016_800_en.txt,personnel,-,-
indiquer,d'application est,b,directive_(eu)_2016_800_en.txt,-,-,-
enfants,ont,droit d'acces,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,avoir dans,directive 2013 48 ue,directive_(eu)_2016_800_en.txt,enfant,-,directive
droite,enfants,suspects,directive_(eu)_2016_800_en.txt,-,enfant,-
enfants,ont,droit d'acces a un avocat,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,ont,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
enfants,avoir droit a,directive 2013 48 ue,directive_(eu)_2016_800_en.txt,enfant,-,directive
droite,rien dans,particulier dans l'article,directive_(eu)_2016_800_en.txt,-,-,-
rien,est dans,directif,directive_(eu)_2016_800_en.txt,-,-,-
droite,rien dans,particulier,directive_(eu)_2016_800_en.txt,-,-,-
enfants,sont assistes par,avocat,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,sont,assiste par avocat sans delai,directive_(eu)_2016_800_en.txt,enfant,-,avocat
ils,sont faits,conscient,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont,fait,directive_(eu)_2016_800_en.txt,-,-,-
ils,sont,suspects,directive_(eu)_2016_800_en.txt,-,-,-
enfants,sont assistes par,avocat,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,sont,assiste d'un avocat dans les meilleurs delais,directive_(eu)_2016_800_en.txt,enfant,-,avocat
ils,sont,une fois fait,directive_(eu)_2016_800_en.txt,-,-,-
paragraphe 4,de point est,c,directive_(eu)_2016_800_en.txt,-,-,-
juridiction,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt,juridiction,-,-
enfants,devoir,"le cas echeant, sera assiste d'un avocat a n'importe quel moment",directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,en cas doit etre assiste par un avocat de n'importe quel moment,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,en cas assiste d'un avocat,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,"le cas echeant, est assiste d'un avocat de",directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,en cas doit etre assiste par un avocat de n'importe lequel des points,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,en cas d'assistance par un avocat a partir de l'un des moments suivants dans le temps,directive_(eu)_2016_800_en.txt,enfant,-,avocat
enfants,devoir,en cas doit etre assiste par un avocat de l'un des points suivants,directive_(eu)_2016_800_en.txt,enfant,-,avocat
avocat,participer pendant,interrogatoire,directive_(eu)_2016_800_en.txt,avocat,-,-
avocat,participer efficacement pendant,interrogatoire,directive_(eu)_2016_800_en.txt,avocat,-,-
ils,sont,lorsqu'on l'interroge,directive_(eu)_2016_800_en.txt,-,-,-
avocat,representant y compris,y compris l'interrogatoire prealable par la police,directive_(eu)_2016_800_en.txt,avocat,-,police
enfants,sont assistes par,avocat,directive_(eu)_2016_800_en.txt,enfant,-,avocat
ils,sont,interroge,directive_(eu)_2016_800_en.txt,-,-,-
enfants,ont,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
le,l'aide de,avocat,directive_(eu)_2016_800_en.txt,-,-,avocat
avocat,est,capable,directive_(eu)_2016_800_en.txt,avocat,-,-
